,Title,Content,Abbreviation,date,Company_Name,titel_Sentiment,Content_Sentiment
196,"ZTE holds Global Industrial Innovation Forum at MWC 2023, shaping digital innovation","ZTE Corporation, a global leading provider of information and communication technology solutions, held a Global Industrial Innovation Forum with the theme of ""Shaping Digital Innovation"" at Mobile World Congress (MWC) in Barcelona on February 27, 2023. The forum covers two sessions in terms of ""Future Trends and Opportunities"" and ""Unleashing New Value"", gathering experts from global telecom operators, leading consulting agencies, eco-partners and related industries to deliver keynote speeches a",0763.HK,2023-03-01,ZTE Corporation,0,1
197,ZTE Nubia's first 3D•AI tablet: offers eyewear-free immersive 3D experiences & content creation,"ZTE Corporation (0763.HK / 000063.SZ), a global leading provider of information and communication technology solutions, has partnered with Leia Inc., the world's leading 3D•AI technology developer, to jointly announce the world's first 3D•AI tablet - nubia Pad 3D, a new ecological product of its Nubia brand, at Mobile World Congress 2023. This innovative device features embedded technology that enables fully eyewear-free immersive 3D calling, streaming, and gaming experiences, as well as content",0763.HK,2023-03-01,ZTE Corporation,1,1
198,Hong Kong airport authority's US$640 million retail bonds to fund new runway prove popular with investors in boost for city's aviation hub ambitions,"Airport Authority Hong Kong's (AAHK) HK$5 billion (US$640 million) retail bonds, the first for the general public by the city's airport operator in 20 years, received overwhelming response from investors. The 4.5 per cent, 2.5-year bonds were oversubscribed more than three times, logging HK$15.69 billion from 175,178 applications. The Hong Kong government's 4.75 per cent, three-year green bonds last September attracted a record 321,018 subscriptions totalling HK$30 billion, exceeding the HK$20 b",601998.SS,2024-02-01,China Citic Bank Corporation Limited,1,1
199,"China Citic Bank eyes mobile banking increase in Hong Kong, aims to save 1 million sheets of paper a year","China Citic Bank International, a Hong Kong-based mid-tier lender, aims to cut paper usage in its 24 branches and save 1 million pieces of paper next year, according to a senior executive. The bank is joining its bigger peers such as HSBC, Standard Chartered and Bank of China (Hong Kong) in encouraging clients to use its mobile app to handle banking transactions and cut down on the use of paper forms at its branches. The lender, part of China Citic Bank, has allowed customers to open accounts on",601998.SS,2023-09-11,China Citic Bank Corporation Limited,0,0
200,China’s Property Stocks Gain as Lending Rate Cut Boosts Sentiment,Chinese property stocks rose a day after a deeper-than-expected cut to a key mortgage reference rate bolstered hopes that authorities are doing more to shore up the ailing sector.,1109.HK,2024-02-21,China Resources Land Limited,0,1
201,Hong Kong Shares Rally Amid China Stimulus Hopes,"The Hang Seng Index rose 2.6%, led by a rally in tech and property stocks, as China stimulus hopes were in focus sparked by a Bloomberg report of a potential $278 billion rescue package and Premier Li’s calls for more proactive measures.",1109.HK,2024-01-23,China Resources Land Limited,0,1
202,Hong Kong Shares Drop 2.3%; Hang Seng Properties Index at 15-Year Low,"The Hang Seng fell 2.3%, dragged by property, consumer-product and technology stocks, with the Hang Seng Properties Index closing at its lowest since March 2009.",1109.HK,2024-01-22,China Resources Land Limited,0,0
203,New World and China Resources to build $1.3 billion Hong Kong housing development,"Hong Kong's New World Development and Chinese state-backed China Resources Land said they will jointly build a $1.3 billion housing project in the financial city's ""Northern Metropolis"" next year.  In a joint statement on Wednesday, the two developers said the project will create around 1,800 homes in the Hong Kong government-led property development on the border with China.  The project has an estimated market valuation of HK$10 billion ($1.28 billion), a source close to the companies said.",1109.HK,2023-12-27,China Resources Land Limited,1,1
204,Unpacking the Dividend Performance of China Resources Land Ltd (CRBJF),"China Resources Land Ltd (CRBJF) recently announced a dividend of $0.22 per share, payable on 2023-10-27, with the ex-dividend date set for 2023-09-12.  As investors look forward to this upcoming payment, the spotlight also shines on the company's dividend history, yield, and growth rates.  Using the data from GuruFocus, let's deep dive into China Resources Land Ltd's dividend performance and assess its sustainability.",1109.HK,2023-09-12,China Resources Land Limited,0,0
205,"Country Garden warns of default risks, 'deeply remorseful' for record loss","HONG KONG (Reuters) -China's largest private property developer warned on Wednesday of default risks if its financial performance continues to deteriorate, and said it ""felt deeply remorseful"" for its record loss in the first half.  Country Garden posted a net loss between January and June of 48.9 billion yuan ($6.72 billion), versus a 6.7 billion yuan net loss in the second half of 2022 and a 612 million yuan net profit in the first half of 2022.  The liquidity stress in Country Garden became public this month after it missed two dollar-coupon payments - which the developer confirmed for the first time on Wednesday - and sought to extend an onshore private bond repayment, deepening contagion fears.",1109.HK,2023-08-30,China Resources Land Limited,0,1
206,China’s Property Crisis Is Causing Pain for Many. ‘All We Can Do Is Wait.’,"China’s now four-year real-estate crisis continues to rile investors who haven’t been paid, and buyers whose homes were never completely finished.  The property sector produces about a quarter of China’s annual economic growth, and it comprises roughly 70% of household wealth, as citizens have long thought of it as the safest place for their savings.  The problems are leading to losses for domestic and overseas investors, to a wave of layoffs from distressed firms.",2007.HK,2024-02-13,Country Garden Holdings Company Limited,1,-1
207,China’s property crisis is starting to ripple across the world,Chinese investors and their creditors are putting up “For Sale” signs on real estate holdings across the globe as the need to raise cash amid a deepening property crisis at home trumps the risks of offloading into a falling market.,2007.HK,2024-02-09,Country Garden Holdings Company Limited,0,1
208,"China property: Sunac, Country Garden projects among property developments added to local governments' 'whitelists', to get financial support from banks","Sunac China Holdings, Shimao Group, CIFI Group and Country Garden Holdings are among property developers whose projects have been included in ""whitelists"" by local governments in mainland China, a mechanism that qualifies their projects for financial support from banks. While Beijing-based Sunac had 90 projects cleared for loan applications on Monday, Shanghai-based developers Shimao and CIFI had 16 and 18 projects, respectively, added to whitelists over the past week, according to local media r",2007.HK,2024-02-05,Country Garden Holdings Company Limited,0,-1
209,China's Country Garden says over 30 projects have local government support,"Cash-strapped developer Country Garden said on Saturday more than 30 of its projects had been listed by Chinese local governments as suitable for financing support, as authorities aim to inject liquidity into the crisis-hit sector.  China's largest private property developer said in a statement to Reuters that its projects were included on the so-called ""white lists"" of the provinces of Heinan, Hubei, Sichuan, Shandong and the municipality Chongqing.  Country Garden said the projects, after being added to the white lists, could receive financing support, which would in turn helps ease the pressure on its liquidity and ensure the completion of homes.",2007.HK,2024-02-03,Country Garden Holdings Company Limited,0,1
210,China's Evergrande liquidation is 'trillion dollar problem',"China's largest property developer Evergrande (3333.HK) faces liquidation after courts deemed the company incapable of delivering on restructuring plans. The Chinese economy contends with uncertainties as officials attempt to inject a stimulus package of $278 billion (2 trillion Chinese yuan) back into markets. Meyer, Unkovic & Scott Partner Dennis Unkovic comments on contagion fears associated with Evergrande's liquidation for both China's property sector and its markets. ""It reminds me a little bit of the Lehman Brothers moment. When Lehman Brothers went down, there was a question about how it would spread. You have other companies like Evergrande, for example, Country Garden (2007.HK), that have similar debts,"" Unkovic says. ""Country Garden is now the largest private real estate company in China, and it has similar problems to Evergrande. The problem is it isn't over, and it really may just be beginning."" For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live. Editor's note: This article was written by Luke Carberry Mogan.",2007.HK,2024-01-29,Country Garden Holdings Company Limited,0,1
211,Country Garden Seeks to Raise Over $500 Million in Asset Sales,"Troubled Chinese property developer Country Garden Holdings is seeking to sell a host of properties in Guangzhou city to raise up to $534.5 million, amid its efforts to restructure billions of dollars in offshore debt.",2007.HK,2024-01-24,Country Garden Holdings Company Limited,0,-1
212,Country Garden seeks to sell assets worth $530 million in Guangzhou,"Embattled Chinese property developer Country Garden is selling properties in Guangzhou, aiming to raise 3.8 billion yuan ($530 million), according to an asset transaction platform.  The properties include a hotel resort, four office towers, a shopping mall as well as five rental apartment buildings, according to listings dated Jan. 19 on Guangzhou Enterprises Mergers and Acquisitions Services.  Country Garden, the largest private property developer in China, is among a long list of Chinese developers reeling from a cash crunch as the sector plunged into crisis in mid-2021 after authorities sought to rein in excessive debt levels.",2007.HK,2024-01-24,Country Garden Holdings Company Limited,1,-1
213,Country Garden's offshore bondholders pick Kirkland for debt revamp talks - source,"HONG KONG (Reuters)PROPERTY/DEBT-COUNTRYGARDEN -  A major group of Country Garden offshore creditors has appointed Kirkland & Ellis LLP as the legal adviser, a source familiar with the matter said, in a move towards discussing debt repayment options with the defaulted Chinese developer.  Country Garden has been working on a plan to restructure its $11 billion offshore bonds after it missed a coupon repayment in October, becoming one of the biggest Chinese developers that have defaulted on its offshore debt.  The developer's offshore bondholders group, which has hired Kirkland, had appointed PJT Partners as a financial adviser to discuss repayment plans with the company last year, Reuters reported in October.",2007.HK,2024-01-22,Country Garden Holdings Company Limited,0,1
214,REFILE-Country Garden's offshore bondholders pick Kirkland for debt revamp talks - source,"A major group of Country Garden offshore creditors has appointed Kirkland & Ellis LLP as the legal adviser, a source familiar with the matter said, in a move towards discussing debt repayment options with the defaulted Chinese developer.  Country Garden has been working on a plan to restructure its $11 billion offshore bonds after it missed a coupon repayment in October, becoming one of the biggest Chinese developers that have defaulted on its offshore debt.  The developer's offshore bondholders group, which has hired Kirkland, had appointed PJT Partners as a financial adviser to discuss repayment plans with the company last year, Reuters reported in October.",2007.HK,2024-01-22,Country Garden Holdings Company Limited,0,1
215,China's Country Garden nears full exit from Australia with residential project sale,"Indebted Chinese developer Country Garden has agreed to sell a stake in an Australian residential project, the latest in a series of sales which bring it closer to a complete exit from the country.  Australian subsidiary Risland had agreed to sell its partial interest in most of the Wilton Greens development, some 330 hectares located about 65 km (40 miles) southwest of Sydney, according to an undated statement reviewed by Reuters on Thursday.  China's biggest private property developer is among a long list of developers facing a cash crunch since being hit by a debt crisis in mid-2021.",2007.HK,2024-01-18,Country Garden Holdings Company Limited,1,1
216,Country Garden appoints KPMG adviser for offshore debt restructuring,"Country Garden, China's biggest private property developer, is among a long list of developers facing a cash crunch since being hit by a debt crisis in mid-2021.  It said it would also establish a cooperation and communication platform with all creditors and jointly develop a holistic solution to address the company's current offshore debt risks.",2007.HK,2024-01-16,Country Garden Holdings Company Limited,0,-1
217,Country Garden expects China property market to remain weak in 2024,"China's largest private property developer, Country Garden, <2007.HK> expects the property market will remain weak in 2024 and the company could face more, ""severe"" challenges, its top management said.  Country Garden, which defaulted on its $11 billion worth of offshore bonds in October and extended repayments on its onshore notes last year, is among a long list of developers facing a cash crunch since being hit by a debt crisis in mid-2021.  In an annual internal conference on Monday, chairperson Yang Huiyan said the market did not recover as expected last year and it was still in correction, according to the firm's official Weibo account.",2007.HK,2024-01-16,Country Garden Holdings Company Limited,-1,1
218,"China Property Stocks Rally as Shanghai, Beijing Invite Home Buyers","Chinese property stocks climbed in Hong Kong after Beijing and Shanghai eased policies for home buyers, but analysts are divided on whether the momentum will last.",2007.HK,2023-12-15,Country Garden Holdings Company Limited,0,0
219,Country Garden sells stake in Dalian Wanda's shopping mall manager for US$428 million to fix offshore debt default,"Chinese developer Country Garden Holdings is selling a minority stake in Zhuhai Wanda Commercial Management Group, China's biggest shopping mall operator, to help repay mounting debt and ease a liquidity crunch. Country Garden will sell its 1.79 per cent stake in Zhuhai Wanda back to the Dalian Wanda group, controlled by billionaire Wang Jianlin, for 3.07 billion yuan (US$428 million), according to a Hong Kong stock exchange filing on Thursday. The firm will receive the payment in three instalme",2007.HK,2023-12-14,Country Garden Holdings Company Limited,0,-1
220,Struggling Chinese developer Country Garden is slashing the salary and benefits of its top executives—with one getting a 96% pay cut,Country Garden announced pay cuts for four of its top executives as it scrambles to avoid defaulting on more debt.,2007.HK,2023-12-14,Country Garden Holdings Company Limited,1,1
221,Country Garden to Make CNY3.07 Billion Disposal to Aid Debt Restructuring,"Chinese property giant Country Garden will sell a stake in a commercial center operator for about $428 million, using the proceeds to help restructure offshore debt.",2007.HK,2023-12-14,Country Garden Holdings Company Limited,0,-1
222,Country Garden sells stake in Dalian Wanda unit for $428 million,"HONG KONG (Reuters) -China's embattled Country Garden said it will sell a small stake in a Dalian Wanda unit back to the Dalian Wanda Group, with the proceeds of about $428 million going towards the restructuring of the property developer's offshore debt.  The sale of its 1.79% holding in shopping mall operator Zhuhai Wanda Commercial Management to Dalian Wanda Commercial Management Group helped shares in Country Garden climb 3% in Thursday trade.",2007.HK,2023-12-14,Country Garden Holdings Company Limited,0,-1
223,UPDATE 1-Country Garden has remitted funds to repay yuan bond in full -filing,"Embattled Chinese developer Country Garden Holdings has remitted more than 800 million yuan ($111.42 million) to repay onshore bondholders, a company filing to the Shenzhen Stock Exchange late on Tuesday showed.  Bondholders of a total of 8 million notes, each with a principal of 100 yuan chose to exercise the put option by Nov. 28, while Country Garden has wired funds that fully repaid the principal and interest, the filing showed.  The repayment comes as Country Garden has defaulted on its $11 billion offshore bonds and is working on a plan to restructure the debt.",2007.HK,2023-12-13,Country Garden Holdings Company Limited,1,-1
224,"Country Garden repays US$111 million bond in full, avoiding first onshore default in the process","Embattled property developer Country Garden Holdings has averted what would have been its first onshore default by repaying a 800 million yuan (US$111 million) bond. The note, with a put option due on Wednesday, has been paid in full, the company said in a filing to the Shenzhen Stock Exchange, adding that the debt would be delisted on Thursday. At a meeting last week at the Shenzhen exchange, most investors agreed not to exercise the put option on the bond, which would have allowed investors to",2007.HK,2023-12-13,Country Garden Holdings Company Limited,1,1
225,Trending tickers: Arm | Jumia | Country Garden | Virgin Money,The latest investor updates on stocks that are trending on Thursday.,2007.HK,2023-11-23,Country Garden Holdings Company Limited,0,1
